id,entityType,name,clinicName,vetName,address,city,province,phone,website,lat,lng,services,species,specialties,sourceType,sourceUrl,sourceCollectedAt,lastVerifiedAt,profileStatus,verificationStatus,onlineBookingStatus,isPublished,marketingConsent,outreachStatus,internalNotes,rawLabel
dir_dbe350330d8ab7bc,clinic,Clinica Veterinaria Gallarate,Clinica Veterinaria Gallarate,,,,,,,45.67252,8.79721,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Clinica Veterinaria Gallarate
dir_150e2e6c3f89da21,clinic,Ambulatorio Veterinario Cavallon Dr.sSefano,Ambulatorio Veterinario Cavallon Dr.sSefano,,,,,,,45.31745,11.27260,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Cavallon Dr.sSefano
dir_5bddc7c4d8029668,clinic,Ambulatorio Veterinario Cavallon Dr.sSefano,Ambulatorio Veterinario Cavallon Dr.sSefano,,,,,,,45.31200,11.38475,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Cavallon Dr.sSefano
dir_a826017731dd024e,clinic,Ambulatorio Veterinario Flegreo,Ambulatorio Veterinario Flegreo,,,,,,,40.83099,14.11823,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Flegreo
dir_39cb9baf294b5f62,clinic,Ambulatorio Veterinario,Ambulatorio Veterinario,,,,,,,42.60935,13.75789,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario
dir_33f02797f1cf7e39,clinic,Ambulatorio Veterinario Citta'dD aAbino dD. aCtaneo drD mlMsi dr.DnaaN,Ambulatorio Veterinario Citta'dD aAbino dD. aCtaneo drD mlMsi dr.DnaaN,,,,,,,45.75696,9.79216,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Citta'dD aAbino dD. aCtaneo drD mlMsi dr.DnaaN
dir_fd3277719395d086,clinic,Clinica Veterinaria La Fenice,Clinica Veterinaria La Fenice,,,,,,,45.49615,12.21922,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Clinica Veterinaria La Fenice
dir_6eb35902507bd492,clinic,Ambulatorio Veterinario,Ambulatorio Veterinario,,,,,,,45.80082,9.88451,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario
dir_075fc9b2a82b14cb,clinic,Centro Veterinario Arcoveggio Srl,Centro Veterinario Arcoveggio Srl,,,,,,,44.52063,11.34619,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Centro Veterinario Arcoveggio Srl
dir_262a4eac72ef5e66,clinic,Studio Veterinario Sant'Angelo Lodigiano,Studio Veterinario Sant'Angelo Lodigiano,,,,,,,45.24475,9.40576,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Studio Veterinario Sant'Angelo Lodigiano
dir_7e7f38acf064cdd5,clinic,Ambulatorio Veterinario La Sala,Ambulatorio Veterinario La Sala,,,,,,,41.72524,13.16242,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario La Sala
dir_9181532022eb4097,clinic,Ambulatorio San Gemignano,Ambulatorio San Gemignano,,,,,,,45.23744,11.75062,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio San Gemignano
dir_ae642ac2e1dbdd8a,clinic,Ambulatorio Veterinario Goriziano Dr.tTl gGovanni,Ambulatorio Veterinario Goriziano Dr.tTl gGovanni,,,,,,,45.93919,13.61895,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Goriziano Dr.tTl gGovanni
dir_2da908943db83d4b,clinic,Ambulatorio Veterinario Vaccaro Lucia,Ambulatorio Veterinario Vaccaro Lucia,,,,,,,45.34738,11.86836,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Vaccaro Lucia
dir_5e6d747ca0039361,clinic,Ambulatorio Veterinario Dr Tavarone,Ambulatorio Veterinario Dr Tavarone,,,,,,,45.05413,7.66957,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr Tavarone
dir_87adf2217dd32a78,clinic,Centro Veterinario Alessandrino,Centro Veterinario Alessandrino,,,,,,,44.90717,8.62058,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Centro Veterinario Alessandrino
dir_9a7ba408ab71b5c0,clinic,Ambulatorio Veterinario Benaco,Ambulatorio Veterinario Benaco,,,,,,,45.60609,10.52115,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Benaco
dir_7106b3d60521df7d,clinic,Ambulatorio Veterinario Associato Alfieri Dr.I Sacchi,Ambulatorio Veterinario Associato Alfieri Dr.I Sacchi,,,,,,,45.00404,7.83969,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Associato Alfieri Dr.I Sacchi
dir_ee82d54e5cf64674,clinic,Ambulatorio Veterinario Dott.aAdrea fFntana,Ambulatorio Veterinario Dott.aAdrea fFntana,,,,,,,45.17771,7.64904,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.aAdrea fFntana
dir_fc6d3f0ace8113fc,clinic,Centro Veterinario Nuorese,Centro Veterinario Nuorese,,,,,,,40.31801,9.32982,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Centro Veterinario Nuorese
dir_d71a07ac8bb51a2f,clinic,Ambulatorio Veterinario Dr Fruzzetti,Ambulatorio Veterinario Dr Fruzzetti,,,,,,,43.99883,10.11992,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr Fruzzetti
dir_3d8a9868dbce7cec,clinic,Centro Veterinario Ostia,Centro Veterinario Ostia,,,,,,,41.73938,12.27331,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Centro Veterinario Ostia
dir_223a33024523625e,clinic,Biessea Srl,Biessea Srl,,,,,,,45.47483,9.21800,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Biessea Srl
dir_924696f3ae124dc8,clinic,Ambulatorio Veterinario De Biasio Dr.rRberto,Ambulatorio Veterinario De Biasio Dr.rRberto,,,,,,,45.54814,11.52640,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario De Biasio Dr.rRberto
dir_7135b77cd3eb1587,clinic,Ambulatorio Veterinario gli Amici Del Cuore,Ambulatorio Veterinario gli Amici Del Cuore,,,,,,,40.60677,14.37439,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario gli Amici Del Cuore
dir_47fcca19d700184c,clinic,Ambulatorio Dr E.mMnetti,Ambulatorio Dr E.mMnetti,,,,,,,45.49137,9.15324,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Dr E.mMnetti
dir_9732721678ef8389,clinic,Ambulatorio Veterinario Dott.Enrica Sivieri,Ambulatorio Veterinario Dott.Enrica Sivieri,,,,,,,45.64603,9.37376,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.Enrica Sivieri
dir_843a11b5378b795f,clinic,Ambulatorio Veterinario Funo,Ambulatorio Veterinario Funo,,,,,,,44.59544,11.37016,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Funo
dir_eb2e9063b68722af,clinic,Ambulatorio Veterinario San Giorgio In Bosco Dr Simone Agostini,Ambulatorio Veterinario San Giorgio In Bosco Dr Simone Agostini,,,,,,,45.58789,11.81238,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario San Giorgio In Bosco Dr Simone Agostini
dir_b8abd5bc7e889767,clinic,Ambulatorio Veterinario Libia,Ambulatorio Veterinario Libia,,,,,,,44.50142,11.36482,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Libia
dir_253bc7336406d889,clinic,Ambulatorio Veterinario Dott.aAgentini iIaria,Ambulatorio Veterinario Dott.aAgentini iIaria,,,,,,,45.93537,13.59059,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.aAgentini iIaria
dir_86c42551c3dde94e,clinic,Ambulatorio Veterinario Dr.Ssa Paola Lenatti,Ambulatorio Veterinario Dr.Ssa Paola Lenatti,,,,,,,46.26794,9.84790,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.Ssa Paola Lenatti
dir_5bfa23589bf1a6ff,clinic,Clinica Veterinaria Serenissima,Clinica Veterinaria Serenissima,,,,,,,45.95020,12.48425,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Clinica Veterinaria Serenissima
dir_64faaab78b64fa84,clinic,Ambulatorio Veterinario Dr.dDvide mMriani,Ambulatorio Veterinario Dr.dDvide mMriani,,,,,,,45.43554,9.18087,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.dDvide mMriani
dir_023708e7c9ca571e,clinic,Ambulatorio Veterinario Dott.cCrciero,Ambulatorio Veterinario Dott.cCrciero,,,,,,,41.48736,13.83022,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.cCrciero
dir_75258b21563daf6a,clinic,Ambulatorio Veterinario Dr.rRberto mMretti,Ambulatorio Veterinario Dr.rRberto mMretti,,,,,,,43.12913,12.51270,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.rRberto mMretti
dir_58f95a53cdbbc758,clinic,Ambulatorio Veterinario,Ambulatorio Veterinario,,,,,,,39.29133,16.22148,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario
dir_5fee663eaf6c05be,clinic,Ambulatorio Veterinario S.Giacomo,Ambulatorio Veterinario S.Giacomo,,,,,,,45.33929,11.90295,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario S.Giacomo
dir_49851ab060b1acfb,clinic,Ambulatorio Veterinario Lucania,Ambulatorio Veterinario Lucania,,,,,,,45.44244,9.22388,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Lucania
dir_7ac21a03e8719ab6,clinic,Londero Mauro,Londero Mauro,,,,,,,46.28021,13.11940,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Londero Mauro
dir_6fce959259a0ca5c,clinic,Ambulatorio Veterinario Terno D'Isola,Ambulatorio Veterinario Terno D'Isola,,,,,,,45.68651,9.53490,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Terno D'Isola
dir_c0e0598ae4df375a,clinic,Ambulatorio Veterinario Dott Raimondo,Ambulatorio Veterinario Dott Raimondo,,,,,,,44.76768,8.70542,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott Raimondo
dir_23582c1b4f382023,clinic,Ambulatorio Veterinario Dr.pPeta fFancesco,Ambulatorio Veterinario Dr.pPeta fFancesco,,,,,,,43.43789,13.65786,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.pPeta fFancesco
dir_9cf81fbe3b10161c,clinic,Clinica Veterinaria Portonaccio,Clinica Veterinaria Portonaccio,,,,,,,41.90033,12.53699,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Clinica Veterinaria Portonaccio
dir_b6329b4ddc4fa456,clinic,Ambulatorio Veterinario Dr.bBmbuc,Ambulatorio Veterinario Dr.bBmbuc,,,,,,,43.62020,11.47413,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.bBmbuc
dir_30f1e5afbd5e60fd,clinic,Ambulatorio Veterinario Dott.Ssa Cappelletti,Ambulatorio Veterinario Dott.Ssa Cappelletti,,,,,,,45.57832,9.25540,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.Ssa Cappelletti
dir_08062098a65e4dbe,clinic,Ambulatorio Veterinario Dr.pPolo mMrani,Ambulatorio Veterinario Dr.pPolo mMrani,,,,,,,45.04489,10.93650,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.pPolo mMrani
dir_9d7f5bd0e125800d,clinic,Dott.Ssa Monica Camplani,Dott.Ssa Monica Camplani,,,,,,,45.53137,9.40287,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Dott.Ssa Monica Camplani
dir_1c6f0f71b31a1ab9,clinic,Ambulatorio Veterinario Dr.cClnago,Ambulatorio Veterinario Dr.cClnago,,,,,,,45.60425,9.51882,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.cClnago
dir_5292040c1e9724b5,clinic,Ambulatorio Veterinario Leini',Ambulatorio Veterinario Leini',,,,,,,45.18614,7.71374,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Leini'
dir_03bc4a74366f1bac,clinic,Studio Veterinario Dr Brianza Antonio,Studio Veterinario Dr Brianza Antonio,,,,,,,45.23083,11.39460,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Studio Veterinario Dr Brianza Antonio
dir_8376953ec14062e1,clinic,Ambulatorio Veterinario Dr.pPlli,Ambulatorio Veterinario Dr.pPlli,,,,,,,45.43130,9.35004,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.pPlli
dir_819a029a3311d940,clinic,Clinica Veterinaria Il Falco,Clinica Veterinaria Il Falco,,,,,,,42.93237,10.78025,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Clinica Veterinaria Il Falco
dir_b45542f1670bd1fe,clinic,Ambulatorio Veterinario Dr.gGacomo gGanola,Ambulatorio Veterinario Dr.gGacomo gGanola,,,,,,,45.98581,9.43039,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.gGacomo gGanola
dir_1a39dbca2b910912,clinic,Clinica Veterinaria Orobica,Clinica Veterinaria Orobica,,,,,,,45.66595,9.67160,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Clinica Veterinaria Orobica
dir_f205ad2c50123929,clinic,Ambulatorio Veterinario P.Zza Ducale,Ambulatorio Veterinario P.Zza Ducale,,,,,,,45.31117,8.85638,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario P.Zza Ducale
dir_2ba776c062a1f1e9,clinic,Ambulatorio Veterinario Farnese,Ambulatorio Veterinario Farnese,,,,,,,42.54632,11.72470,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Farnese
dir_f99d7410d53b9ccf,clinic,Ambulatorio Veterinario Cianfriglia,Ambulatorio Veterinario Cianfriglia,,,,,,,41.83718,12.88316,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Cianfriglia
dir_d5e03ee3bfae4a13,clinic,Ambulatorio Veterinario Dr.Ssa Pecora Michela,Ambulatorio Veterinario Dr.Ssa Pecora Michela,,,,,,,45.94982,13.63100,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.Ssa Pecora Michela
dir_9731b3628f838c7e,clinic,Ambulatorio Veterinario Dr.Paolo Marani,Ambulatorio Veterinario Dr.Paolo Marani,,,,,,,44.99281,10.74032,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.Paolo Marani
dir_7cf26a0f42ea4e38,clinic,Ilcentroveterinario,Ilcentroveterinario,,,,,,,42.01842,12.37700,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ilcentroveterinario
dir_8f3ff983eac5cc4a,clinic,Ambulatorio Veternario Dr.aAioli,Ambulatorio Veternario Dr.aAioli,,,,,,,45.55256,10.21926,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veternario Dr.aAioli
dir_cf401993510af540,clinic,Ambulatorio Veterinario Dott.Bruno Fabbri,Ambulatorio Veterinario Dott.Bruno Fabbri,,,,,,,44.35340,11.71002,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.Bruno Fabbri
dir_5bcae7e8f52f5902,clinic,Ambulatorio Veterinario Bazzoni-Porcu,Ambulatorio Veterinario Bazzoni-Porcu,,,,,,,40.83626,8.40517,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Bazzoni-Porcu
dir_d92ff7deed4548d1,clinic,Ambulatorio Veterinario Dott.mMngotto,Ambulatorio Veterinario Dott.mMngotto,,,,,,,45.70284,8.92001,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.mMngotto
dir_33b46920e6d32024,clinic,Ambulatorio Veterinario,Ambulatorio Veterinario,,,,,,,45.91532,13.46158,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario
dir_1448ae6aa1878b35,clinic,Ambulatorio Veterinario cantagrillo-Casalguidi,Ambulatorio Veterinario cantagrillo-Casalguidi,,,,,,,43.87514,10.91585,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario cantagrillo-Casalguidi
dir_7e2f2690e3f7d56e,clinic,Ambulatorio Veterinario centro Darwin,Ambulatorio Veterinario centro Darwin,,,,,,,45.53546,9.03940,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario centro Darwin
dir_a2a8ecf83a22a2fa,clinic,Centro Veterinario Riminese,Centro Veterinario Riminese,,,,,,,44.08576,12.53319,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Centro Veterinario Riminese
dir_3cc66e991bc87612,clinic,Centro Veterinario San Giorgio,Centro Veterinario San Giorgio,,,,,,,45.33463,7.79534,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Centro Veterinario San Giorgio
dir_85f5b187c0447691,clinic,Ambulatorio Veterinario Dr.aAviani mMssimo,Ambulatorio Veterinario Dr.aAviani mMssimo,,,,,,,41.71895,13.60787,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dr.aAviani mMssimo
dir_9b5d71395a5f4397,clinic,Ambulatorio Veterinario Dott.Ssa Marica Ghirardi,Ambulatorio Veterinario Dott.Ssa Marica Ghirardi,,,,,,,43.02631,10.60512,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.Ssa Marica Ghirardi
dir_168a05a69c3336e5,clinic,Ambulatorio Vterinario Associato Dott.bBsini dDtt. rFla,Ambulatorio Vterinario Associato Dott.bBsini dDtt. rFla,,,,,,,41.97167,12.43531,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Vterinario Associato Dott.bBsini dDtt. rFla
dir_c0b197d7bc029a89,clinic,Ambulatorio Veterinario il Ponte,Ambulatorio Veterinario il Ponte,,,,,,,43.31379,10.51372,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario il Ponte
dir_8c3e6d9599ea3e47,clinic,Ambulatorioveterinariodrstefanoairaghi,Ambulatorioveterinariodrstefanoairaghi,,,,,,,45.50434,8.89782,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorioveterinariodrstefanoairaghi
dir_9ab0bf35175da9f2,clinic,Ambulatorio Veterinario Dott.aAtonio vVrre,Ambulatorio Veterinario Dott.aAtonio vVrre,,,,,,,44.98639,10.41987,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Ambulatorio Veterinario Dott.aAtonio vVrre
dir_3e297c8d9690937d,clinic,Studio Veterinario Dr.bBrtoni nNcola,Studio Veterinario Dr.bBrtoni nNcola,,,,,,,45.42853,10.18632,,,,anagrafe_strutture_poi,https://www.fnovi.it/cantoni/StruttureVeterinarie.ov2,2026-07-09,,needs_review,not_verified,disabled,false,false,not_contacted,,Studio Veterinario Dr.bBrtoni nNcola
